0,Open,High,Low,Close,Volume,Adj Close
2018-02-26 12:01:00,1505.51,1506.0,1505.01,1506.0,1000,1506.0
2018-02-26 12:02:00,1505.8,1506.08,1505.8,1506.0,400,1506.0
2018-02-26 12:03:00,1506.1,1507.0,1506.1,1507.0,700,1507.0
2018-02-26 12:04:00,1506.96,1507.0,1506.4,1507.0,700,1507.0
2018-02-26 12:05:00,1506.55,1506.55,1506.37,1506.41,100,1506.41
2018-02-26 12:06:00,1506.96,1506.96,1505.84,1505.84,800,1505.84
2018-02-26 12:07:00,1505.76,1505.76,1505.76,1505.76,0,1505.76
2018-02-26 12:08:00,1506.95,1506.95,1506.17,1506.89,100,1506.89
2018-02-26 12:09:00,1506.75,1507.0,1506.75,1507.0,100,1507.0
2018-02-26 12:10:00,1506.86,1508.0,1506.86,1508.0,1200,1508.0
2018-02-26 12:11:00,1508.0,1508.45,1507.89,1508.0,1500,1508.0
2018-02-26 12:12:00,1508.44,1508.45,1508.2,1508.4,100,1508.4
2018-02-26 12:13:00,1508.39,1508.45,1507.8,1508.39,200,1508.39
2018-02-26 12:14:00,1508.21,1508.9,1508.15,1508.89,1200,1508.89
2018-02-26 12:15:00,1508.9,1509.0,1508.85,1508.88,800,1508.88
2018-02-26 12:16:00,1508.85,1508.85,1508.47,1508.47,400,1508.47
2018-02-26 12:17:00,1508.37,1508.47,1508.0,1508.47,700,1508.47
2018-02-26 12:18:00,1508.11,1508.55,1508.11,1508.44,200,1508.44
2018-02-26 12:19:00,1508.3,1508.3,1508.0,1508.0,200,1508.0
2018-02-26 12:20:00,1508.3,1508.65,1508.3,1508.58,400,1508.58
2018-02-26 12:21:00,1508.55,1509.2,1508.54,1509.2,1300,1509.2
2018-02-26 12:22:00,1509.39,1509.39,1509.0,1509.0,300,1509.0
2018-02-26 12:23:00,1509.0,1509.35,1508.99,1509.01,800,1509.01
2018-02-26 12:24:00,1509.28,1509.28,1509.25,1509.25,0,1509.25
2018-02-26 12:25:00,1509.0,1509.06,1508.25,1508.25,900,1508.25
2018-02-26 12:26:00,1508.1,1508.1,1508.1,1508.1,100,1508.1
2018-02-26 12:27:00,1508.4,1508.4,1508.0,1508.0,0,1508.0
2018-02-26 12:28:00,1508.3,1508.3,1508.3,1508.3,0,1508.3
2018-02-26 12:29:00,1508.12,1508.12,1508.0,1508.01,400,1508.01
2018-02-26 12:30:00,1508.01,1508.48,1508.0,1508.02,300,1508.02
2018-02-26 12:31:00,1508.0,1508.37,1507.84,1507.94,500,1507.94
2018-02-26 12:32:00,1507.86,1507.94,1507.86,1507.89,600,1507.89
2018-02-26 12:33:00,1507.89,1508.6,1507.84,1508.6,2700,1508.6
2018-02-26 12:34:00,1508.06,1508.11,1508.06,1508.11,200,1508.11
2018-02-26 12:35:00,1508.06,1508.23,1508.06,1508.23,100,1508.23
2018-02-26 12:36:00,1508.2,1508.29,1507.5,1507.5,1400,1507.5
2018-02-26 12:37:00,1507.75,1508.05,1507.75,1508.02,300,1508.02
2018-02-26 12:38:00,1508.11,1508.11,1508.0,1508.0,400,1508.0
2018-02-26 12:39:00,1508.0,1508.6,1508.0,1508.6,200,1508.6
2018-02-26 12:40:00,1508.01,1508.01,1508.01,1508.01,0,1508.01
2018-02-26 12:41:00,1508.01,1508.5,1508.0,1508.0,100,1508.0
2018-02-26 12:42:00,1508.0,1508.59,1507.75,1508.59,1000,1508.59
2018-02-26 12:43:00,1508.6,1508.7,1508.23,1508.5,300,1508.5
2018-02-26 12:44:00,1508.5,1508.5,1508.0,1508.02,400,1508.02
2018-02-26 12:46:00,1508.39,1508.5,1508.11,1508.11,100,1508.11
2018-02-26 12:47:00,1508.44,1508.64,1508.44,1508.64,100,1508.64
2018-02-26 12:49:00,1508.64,1508.99,1508.5,1508.5,500,1508.5
2018-02-26 12:50:00,1508.94,1508.99,1508.94,1508.99,200,1508.99
2018-02-26 12:51:00,1508.56,1508.99,1508.56,1508.96,200,1508.96
2018-02-26 12:52:00,1508.93,1508.93,1508.93,1508.93,0,1508.93
2018-02-26 12:53:00,1508.89,1508.99,1508.89,1508.99,200,1508.99
2018-02-26 12:54:00,1508.99,1508.99,1508.68,1508.68,200,1508.68
2018-02-26 12:55:00,1508.8,1509.5,1508.8,1509.3,2800,1509.3
2018-02-26 12:56:00,1509.38,1509.75,1509.38,1509.5,1100,1509.5
2018-02-26 12:57:00,1509.5,1510.35,1509.25,1510.29,2600,1510.29
2018-02-26 12:58:00,1510.3,1511.0,1510.06,1510.5,1100,1510.5
2018-02-26 12:59:00,1510.95,1511.0,1510.17,1510.21,500,1510.21
2018-02-26 13:00:00,1510.35,1511.2,1510.21,1511.2,1500,1511.2
2018-02-26 13:01:00,1511.4,1513.25,1505.4,1512.0,11800,1512.0
2018-02-26 13:02:00,1512.0,1513.3,1511.1,1513.3,1000,1513.3
2018-02-26 13:03:00,1512.73,1513.3,1511.99,1512.44,800,1512.44
2018-02-26 13:04:00,1513.0,1514.0,1512.03,1513.9,4300,1513.9
2018-02-26 13:05:00,1513.6,1514.0,1513.0,1514.0,1000,1514.0
2018-02-26 13:06:00,1513.74,1514.0,1513.5,1513.95,700,1513.95
2018-02-26 13:07:00,1513.84,1514.0,1513.0,1513.75,2500,1513.75
2018-02-26 13:08:00,1513.75,1513.75,1513.01,1513.5,400,1513.5
2018-02-26 13:09:00,1513.25,1513.4,1511.38,1513.0,700,1513.0
2018-02-26 13:10:00,1512.07,1513.0,1512.0,1512.0,400,1512.0
2018-02-26 13:11:00,1512.85,1512.85,1511.75,1512.0,800,1512.0
2018-02-26 13:12:00,1512.0,1512.4,1511.75,1512.4,400,1512.4
2018-02-26 13:13:00,1512.0,1512.4,1512.0,1512.4,300,1512.4
2018-02-26 13:14:00,1512.06,1512.4,1511.95,1511.95,300,1511.95
2018-02-26 13:15:00,1512.0,1512.3,1511.95,1512.3,2200,1512.3
2018-02-26 13:16:00,1512.3,1512.6,1512.25,1512.3,800,1512.3
2018-02-26 13:17:00,1512.31,1512.74,1512.25,1512.74,600,1512.74
2018-02-26 13:18:00,1512.55,1512.75,1512.05,1512.2,500,1512.2
2018-02-26 13:19:00,1512.5,1512.8,1512.5,1512.5,500,1512.5
2018-02-26 13:20:00,1512.74,1512.74,1512.26,1512.65,200,1512.65
2018-02-26 13:21:00,1512.65,1512.75,1512.5,1512.75,500,1512.75
2018-02-26 13:22:00,1512.54,1512.7,1512.49,1512.5,500,1512.5
2018-02-26 13:23:00,1512.46,1512.61,1512.01,1512.08,1700,1512.08
2018-02-26 13:24:00,1512.3,1513.78,1512.3,1513.66,5500,1513.66
2018-02-26 13:25:00,1513.52,1514.0,1513.16,1514.0,1200,1514.0
2018-02-26 13:26:00,1513.5,1514.0,1513.12,1513.66,500,1513.66
2018-02-26 13:27:00,1513.61,1514.0,1513.35,1513.86,1100,1513.86
2018-02-26 13:28:00,1513.32,1513.82,1513.0,1513.49,1200,1513.49
2018-02-26 13:29:00,1513.49,1513.49,1512.5,1513.0,100,1513.0
2018-02-26 13:30:00,1513.0,1513.49,1500.0,1500.0,100,1500.0
2018-02-26 13:31:00,1513.3,1513.49,1512.99,1513.49,600,1513.49
2018-02-26 13:32:00,1513.49,1513.49,1513.38,1513.38,100,1513.38
2018-02-26 13:33:00,1513.05,1513.13,1513.0,1513.0,100,1513.0
2018-02-26 13:34:00,1513.05,1513.06,1512.77,1513.0,1300,1513.0
2018-02-26 13:35:00,1513.02,1513.25,1513.02,1513.25,200,1513.25
2018-02-26 13:36:00,1513.19,1513.49,1513.0,1513.0,500,1513.0
2018-02-26 13:37:00,1513.45,1513.45,1512.77,1513.0,500,1513.0
2018-02-26 13:38:00,1513.08,1513.1,1512.76,1512.76,100,1512.76
2018-02-26 13:39:00,1513.1,1513.39,1512.81,1513.01,400,1513.01
2018-02-26 13:40:00,1513.02,1513.49,1513.01,1513.45,100,1513.45
2018-02-26 13:41:00,1513.45,1514.0,1513.2,1513.7,1200,1513.7
2018-02-26 13:42:00,1513.0,1513.67,1513.0,1513.13,900,1513.13
2018-02-26 13:43:00,1513.13,1513.13,1512.41,1512.9,900,1512.9
2018-02-26 13:44:00,1513.32,1513.55,1513.0,1513.55,1200,1513.55
2018-02-26 13:45:00,1513.55,1513.68,1513.05,1513.6,500,1513.6
2018-02-26 13:46:00,1513.1,1513.21,1513.1,1513.21,0,1513.21
2018-02-26 13:47:00,1513.44,1513.75,1513.0,1513.37,1900,1513.37
2018-02-26 13:48:00,1513.15,1513.15,1512.88,1513.0,400,1513.0
2018-02-26 13:49:00,1513.0,1513.0,1512.3,1512.5,200,1512.5
2018-02-26 13:50:00,1512.5,1513.0,1512.15,1512.15,400,1512.15
2018-02-26 13:51:00,1512.31,1513.6,1512.3,1513.5,2800,1513.5
2018-02-26 13:52:00,1513.98,1513.98,1513.0,1513.0,400,1513.0
2018-02-26 13:53:00,1513.5,1513.5,1513.0,1513.0,200,1513.0
2018-02-26 13:55:00,1513.16,1513.48,1513.16,1513.48,100,1513.48
2018-02-26 13:56:00,1513.18,1513.79,1513.0,1513.0,200,1513.0
2018-02-26 13:57:00,1513.0,1513.5,1513.0,1513.5,300,1513.5
2018-02-26 13:58:00,1513.43,1513.43,1512.54,1512.62,300,1512.62
2018-02-26 13:59:00,1512.86,1513.5,1512.5,1512.64,500,1512.64
2018-02-26 14:00:00,1513.0,1513.0,1512.5,1512.51,600,1512.51
2018-02-26 14:01:00,1512.51,1513.0,1512.5,1512.5,700,1512.5
2018-02-26 14:02:00,1512.5,1512.5,1511.57,1511.7,5500,1511.7
2018-02-26 14:03:00,1512.15,1513.0,1512.1,1513.0,1000,1513.0
2018-02-26 14:04:00,1512.86,1513.45,1512.28,1512.9,200,1512.9
2018-02-26 14:05:00,1512.86,1513.0,1512.86,1512.88,0,1512.88
2018-02-26 14:06:00,1512.61,1512.66,1512.5,1512.5,500,1512.5
2018-02-26 14:07:00,1512.6,1512.86,1512.5,1512.53,400,1512.53
2018-02-26 14:08:00,1512.75,1512.75,1512.54,1512.59,100,1512.59
2018-02-26 14:09:00,1512.59,1512.6,1512.4,1512.52,500,1512.52
2018-02-26 14:10:00,1512.6,1513.5,1512.4,1513.5,1300,1513.5
2018-02-26 14:11:00,1512.75,1513.41,1512.5,1513.3,2700,1513.3
2018-02-26 14:12:00,1513.41,1513.41,1512.54,1513.0,300,1513.0
2018-02-26 14:13:00,1512.52,1513.0,1512.52,1512.95,0,1512.95
2018-02-26 14:14:00,1512.57,1512.89,1512.4,1512.6,100,1512.6
2018-02-26 14:15:00,1512.79,1513.0,1512.0,1512.22,700,1512.22
2018-02-26 14:16:00,1512.22,1512.22,1511.55,1511.9,400,1511.9
2018-02-26 14:17:00,1511.6,1511.9,1511.54,1511.54,200,1511.54
2018-02-26 14:18:00,1511.55,1512.01,1511.0,1511.0,1700,1511.0
2018-02-26 14:19:00,1511.4,1511.6,1510.33,1511.0,800,1511.0
2018-02-26 14:20:00,1511.0,1512.01,1511.0,1511.0,1600,1511.0
2018-02-26 14:21:00,1510.76,1511.75,1510.76,1511.0,400,1511.0
2018-02-26 14:22:00,1510.92,1511.99,1510.77,1511.67,600,1511.67
2018-02-26 14:23:00,1511.74,1511.74,1511.02,1511.02,200,1511.02
2018-02-26 14:24:00,1511.41,1511.6,1511.15,1511.33,400,1511.33
2018-02-26 14:25:00,1511.35,1511.6,1511.02,1511.02,900,1511.02
2018-02-26 14:26:00,1511.0,1511.65,1510.9,1511.04,800,1511.04
2018-02-26 14:27:00,1511.2,1511.6,1510.85,1511.6,1200,1511.6
2018-02-26 14:28:00,1511.93,1511.93,1510.78,1511.55,400,1511.55
2018-02-26 14:29:00,1510.76,1510.78,1508.4,1508.4,3600,1508.4
2018-02-26 14:30:00,1508.5,1509.52,1508.0,1509.0,2400,1509.0
2018-02-26 14:31:00,1509.2,1511.5,1508.01,1510.13,123000,1510.13
2018-02-26 14:32:00,1510.86,1510.98,1507.0,1507.0,38500,1507.0
2018-02-26 14:33:00,1507.48,1512.22,1507.48,1512.21,33600,1512.21
2018-02-26 14:34:00,1512.21,1514.0,1510.75,1514.0,34100,1514.0
2018-02-26 14:35:00,1514.22,1515.45,1513.49,1514.49,39800,1514.49
2018-02-26 14:36:00,1514.84,1516.32,1514.17,1515.6,43900,1515.6
2018-02-26 14:37:00,1515.45,1518.5,1515.01,1517.69,47700,1517.69
2018-02-26 14:38:00,1517.37,1517.6,1514.51,1515.55,42000,1515.55
2018-02-26 14:39:00,1516.1,1516.72,1513.16,1514.22,23300,1514.22
2018-02-26 14:40:00,1514.68,1517.0,1513.99,1517.0,19300,1517.0
2018-02-26 14:41:00,1517.39,1518.0,1515.8,1516.1,18300,1516.1
2018-02-26 14:42:00,1517.0,1517.79,1516.3,1517.17,11800,1517.17
2018-02-26 14:43:00,1516.99,1517.83,1516.65,1517.0,18200,1517.0
2018-02-26 14:44:00,1517.06,1517.68,1516.73,1517.0,16400,1517.0
2018-02-26 14:45:00,1517.18,1517.31,1515.5,1516.56,19600,1516.56
2018-02-26 14:46:00,1516.87,1517.69,1516.05,1516.44,18500,1516.44
2018-02-26 14:47:00,1516.2,1516.44,1513.5,1514.8,27100,1514.8
2018-02-26 14:48:00,1514.96,1516.34,1514.68,1516.06,10300,1516.06
2018-02-26 14:49:00,1516.0,1518.0,1516.0,1517.54,19300,1517.54
2018-02-26 14:50:00,1517.99,1518.69,1517.65,1517.83,17400,1517.83
2018-02-26 14:51:00,1518.0,1519.0,1517.07,1518.0,29700,1518.0
2018-02-26 14:52:00,1517.51,1518.6,1517.5,1518.18,6700,1518.18
2018-02-26 14:53:00,1518.0,1518.0,1517.29,1517.6,14400,1517.6
2018-02-26 14:54:00,1517.68,1517.68,1516.72,1517.64,6600,1517.64
2018-02-26 14:55:00,1517.61,1518.35,1517.4,1517.68,8700,1517.68
2018-02-26 14:56:00,1517.37,1518.1,1517.18,1517.86,3300,1517.86
2018-02-26 14:57:00,1518.2,1518.51,1517.52,1517.52,4500,1517.52
2018-02-26 14:58:00,1518.0,1518.27,1517.4,1517.79,6300,1517.79
2018-02-26 14:59:00,1517.73,1517.73,1516.63,1517.22,5500,1517.22
2018-02-26 15:00:00,1517.12,1518.31,1517.1,1518.31,12400,1518.31
2018-02-26 15:01:00,1518.36,1519.11,1517.24,1518.7,16200,1518.7
2018-02-26 15:02:00,1519.07,1519.56,1518.58,1518.58,15100,1518.58
2018-02-26 15:03:00,1518.83,1519.9,1518.39,1519.64,11000,1519.64
2018-02-26 15:04:00,1519.63,1521.0,1519.39,1521.0,43800,1521.0
2018-02-26 15:05:00,1521.06,1521.85,1520.3,1521.6,12700,1521.6
2018-02-26 15:06:00,1521.53,1522.43,1520.5,1521.32,26200,1521.32
2018-02-26 15:07:00,1520.8,1522.84,1520.8,1521.82,16400,1521.82
2018-02-26 15:08:00,1522.04,1522.67,1521.51,1522.24,10700,1522.24
2018-02-26 15:09:00,1522.31,1522.31,1520.15,1520.48,12900,1520.48
2018-02-26 15:10:00,1520.17,1521.1,1518.55,1518.81,29000,1518.81
2018-02-26 15:11:00,1518.92,1519.0,1517.15,1517.92,27900,1517.92
2018-02-26 15:12:00,1517.97,1518.41,1517.0,1517.0,12600,1517.0
2018-02-26 15:13:00,1517.14,1518.14,1517.07,1518.02,10200,1518.02
2018-02-26 15:14:00,1517.94,1518.0,1517.0,1517.01,7500,1517.01
2018-02-26 15:15:00,1517.02,1517.14,1515.36,1515.5,24300,1515.5
2018-02-26 15:16:00,1516.0,1516.09,1514.5,1515.28,19600,1515.28
2018-02-26 15:17:00,1515.46,1515.5,1514.02,1515.07,24600,1515.07
2018-02-26 15:18:00,1515.08,1516.59,1514.81,1516.42,21400,1516.42
2018-02-26 15:19:00,1516.2,1517.73,1515.82,1517.63,15100,1517.63
2018-02-26 15:20:00,1517.45,1517.45,1516.78,1517.14,5500,1517.14
2018-02-26 15:21:00,1517.27,1517.27,1516.0,1516.78,10000,1516.78
2018-02-26 15:22:00,1516.81,1518.38,1516.81,1518.22,12300,1518.22
2018-02-26 15:23:00,1518.07,1519.2,1518.07,1518.53,28400,1518.53
2018-02-26 15:24:00,1518.86,1518.93,1518.13,1518.78,5500,1518.78
2018-02-26 15:25:00,1518.47,1518.78,1518.0,1518.0,7200,1518.0
2018-02-26 15:26:00,1518.05,1519.57,1518.05,1519.11,19400,1519.11
2018-02-26 15:27:00,1518.97,1519.17,1516.0,1516.44,20600,1516.44
2018-02-26 15:28:00,1516.0,1516.73,1515.09,1515.6,7800,1515.6
2018-02-26 15:29:00,1515.65,1515.96,1515.0,1515.19,5800,1515.19
2018-02-26 15:30:00,1515.66,1515.7,1514.61,1515.11,8800,1515.11
2018-02-26 15:31:00,1515.1,1515.36,1514.61,1514.76,10500,1514.76
2018-02-26 15:32:00,1514.82,1515.05,1513.61,1513.87,10000,1513.87
2018-02-26 15:33:00,1514.22,1514.87,1512.76,1513.21,37600,1513.21
2018-02-26 15:34:00,1513.14,1513.65,1512.6,1513.37,9100,1513.37
2018-02-26 15:35:00,1513.15,1513.85,1512.75,1512.75,6300,1512.75
2018-02-26 15:36:00,1512.7,1515.36,1512.7,1514.59,12300,1514.59
2018-02-26 15:37:00,1514.46,1514.46,1513.5,1514.27,4000,1514.27
2018-02-26 15:38:00,1513.78,1515.0,1513.78,1514.44,7700,1514.44
2018-02-26 15:39:00,1514.38,1516.26,1514.08,1516.26,21400,1516.26
2018-02-26 15:40:00,1515.84,1517.0,1515.67,1517.0,10600,1517.0
2018-02-26 15:41:00,1517.0,1517.75,1516.25,1516.54,8400,1516.54
2018-02-26 15:42:00,1516.48,1516.93,1516.26,1516.93,6700,1516.93
2018-02-26 15:43:00,1516.9,1517.38,1516.29,1517.15,8900,1517.15
2018-02-26 15:44:00,1517.21,1517.21,1516.15,1516.7,3400,1516.7
2018-02-26 15:45:00,1516.8,1517.0,1516.44,1516.44,5500,1516.44
2018-02-26 15:46:00,1516.54,1517.25,1516.47,1516.47,4000,1516.47
2018-02-26 15:47:00,1516.18,1516.5,1515.64,1516.1,3300,1516.1
2018-02-26 15:48:00,1515.7,1516.34,1514.45,1514.45,6700,1514.45
2018-02-26 15:49:00,1515.2,1516.57,1515.2,1516.57,2400,1516.57
2018-02-26 15:50:00,1516.32,1516.75,1516.24,1516.63,4000,1516.63
2018-02-26 15:51:00,1516.21,1516.4,1515.35,1515.56,5000,1515.56
2018-02-26 15:52:00,1515.58,1515.86,1514.62,1514.62,5400,1514.62
2018-02-26 15:53:00,1514.89,1515.87,1514.84,1515.5,4100,1515.5
2018-02-26 15:54:00,1515.33,1516.94,1515.13,1516.94,4600,1516.94
2018-02-26 15:55:00,1517.0,1517.19,1516.24,1516.81,21800,1516.81
2018-02-26 15:56:00,1516.76,1517.82,1516.0,1516.13,8100,1516.13
2018-02-26 15:57:00,1516.2,1516.96,1516.0,1516.85,4200,1516.85
2018-02-26 15:58:00,1516.74,1517.1,1516.36,1516.96,1600,1516.96
2018-02-26 15:59:00,1516.94,1517.05,1516.43,1516.74,1700,1516.74
2018-02-26 16:00:00,1516.52,1516.73,1516.0,1516.73,2400,1516.73
2018-02-26 16:01:00,1516.21,1516.21,1515.11,1515.97,4300,1515.97
2018-02-26 16:02:00,1516.38,1517.96,1516.2,1517.96,10700,1517.96
2018-02-26 16:03:00,1517.96,1518.35,1517.32,1518.02,7500,1518.02
2018-02-26 16:04:00,1518.1,1518.22,1517.26,1518.12,8500,1518.12
2018-02-26 16:05:00,1518.0,1518.17,1517.86,1517.97,1900,1517.97
2018-02-26 16:06:00,1518.04,1518.2,1517.39,1517.39,4300,1517.39
2018-02-26 16:07:00,1517.47,1517.81,1517.2,1517.7,3100,1517.7
